"","year","doy","temp","temp_upper","temp_lower"
"700",1500,97,5.26,5.69,4.84
"701",1501,103,5.21,5.62,4.8
"702",1502,115,5.16,5.58,4.75
"703",1503,108,5.2,5.56,4.84
"704",1504,114,5.2,5.56,4.84
"705",1505,106,5.37,5.81,4.93
"706",1506,106,5.36,5.8,4.92
"707",1507,108,5.34,5.79,4.9
"708",1508,111,5.31,5.74,4.87
"709",1509,102,5.23,5.7,4.76
"710",1510,110,5.06,5.58,4.53
"711",1511,111,5.07,5.6,4.54
"712",1512,109,5.15,5.69,4.62
"713",1513,110,5.06,5.66,4.47
"714",1514,105,5.09,5.69,4.49
"715",1515,111,5.16,5.77,4.56
"716",1516,104,5.16,5.77,4.54
"717",1517,106,5.16,5.76,4.56
"718",1518,115,5.05,5.69,4.42
"719",1519,111,5.04,5.73,4.35
"720",1520,105,5.04,5.75,4.33
"721",1521,107,5,5.7,4.31
"722",1522,103,5.03,5.71,4.35
"723",1523,109,4.89,5.6,4.18
"724",1524,109,4.86,5.61,4.12
"725",1525,104,4.95,5.68,4.22
"726",1526,113,4.8,5.57,4.04
"727",1527,105,5.01,5.81,4.21
"728",1528,106,4.95,5.75,4.16
"729",1529,107,5.06,5.89,4.23
"730",1530,107,5.13,5.99,4.28
"731",1531,103,5.18,6.07,4.3
"732",1532,108,5.23,6.17,4.28
"733",1533,111,5.31,6.31,4.31
"734",1534,108,5.33,6.3,4.35
"735",1535,95,5.26,6.22,4.31
"736",1536,108,5.25,6.31,4.18
"737",1537,108,5.24,6.31,4.18
"738",1538,112,5.26,6.33,4.18
"739",1539,120,5.35,6.45,4.24
"740",1540,122,5.4,6.38,4.42
"741",1541,109,5.51,6.38,4.64
"742",1542,102,5.52,6.38,4.66
"743",1543,119,5.5,6.42,4.59
"744",1544,107,5.7,6.58,4.82
"745",1545,97,5.74,6.66,4.81
"746",1546,112,5.61,6.54,4.68
"747",1547,104,5.73,6.67,4.79
"748",1548,118,5.75,6.76,4.74
"749",1549,117,5.89,6.81,4.96
"750",1550,111,6.08,6.98,5.19
"751",1551,109,6.13,6.98,5.28
"752",1552,104,6.19,7.06,5.32
"753",1553,119,6.13,6.99,5.27
"754",1554,NA,6.24,7.01,5.47
"755",1555,101,6.23,6.97,5.48
"756",1556,120,6.17,6.91,5.44
"757",1557,93,6.31,7,5.62
"758",1558,111,6.17,6.77,5.58
"759",1559,96,6.24,6.84,5.64
"760",1560,100,6.18,6.71,5.65
"761",1561,102,6.25,6.84,5.66
"762",1562,99,6.29,6.92,5.65
"763",1563,99,6.13,6.78,5.49
"764",1564,109,6.18,6.96,5.39
"765",1565,114,6.16,6.89,5.43
"766",1566,97,6.28,6.94,5.63
"767",1567,108,6.09,6.76,5.42
"768",1568,106,6.09,6.76,5.43
"769",1569,NA,6.13,6.8,5.46
"770",1570,112,6.16,6.8,5.51
"771",1571,108,6.35,7.04,5.67
"772",1572,107,6.38,7.06,5.71
"773",1573,NA,6.47,7.15,5.79
"774",1574,98,6.54,7.22,5.86
"775",1575,NA,6.45,7.13,5.77
"776",1576,109,6.44,7.09,5.8
"777",1577,100,6.45,7.1,5.81
"778",1578,NA,6.41,7.07,5.75
"779",1579,102,6.37,7.01,5.72
"780",1580,97,6.29,6.95,5.63
"781",1581,105,6.22,6.88,5.55
"782",1582,NA,6.43,7.23,5.63
"783",1583,108,6.41,7.18,5.65
"784",1584,106,6.45,7.2,5.7
"785",1585,105,6.4,7.15,5.65
"786",1586,106,6.23,7.08,5.37
"787",1587,105,6.21,7.08,5.35
"788",1588,106,6.25,7.11,5.39
"789",1589,105,6.39,7.26,5.52
"790",1590,102,6.39,7.31,5.48
"791",1591,94,6.32,7.24,5.39
"792",1592,98,6.2,7.08,5.32
"793",1593,113,6.05,6.94,5.16
"794",1594,93,6.05,6.98,5.13
"795",1595,111,6.05,6.91,5.19
"796",1596,104,6.16,7.02,5.3
"797",1597,114,6.15,7.04,5.26
"798",1598,110,6.25,7.13,5.37
"799",1599,103,6.22,7.15,5.29
"800",1600,101,6.18,7.16,5.21
"801",1601,93,6.12,7.13,5.11
"802",1602,107,6.03,6.94,5.12
"803",1603,99,6.15,7.06,5.24
"804",1604,95,6.21,7.14,5.27
"805",1605,105,6.19,7.18,5.2
"806",1606,106,6.22,7.26,5.18
"807",1607,110,6.21,7.24,5.19
"808",1608,NA,6.25,7.23,5.28
"809",1609,108,6.22,7.14,5.3
"810",1610,110,6.27,7.18,5.36
"811",1611,NA,6.19,7.13,5.25
"812",1612,87,6.07,7.02,5.12
"813",1613,106,5.78,6.6,4.95
"814",1614,103,5.79,6.62,4.96
"815",1615,110,5.83,6.67,4.99
"816",1616,122,6.08,7.06,5.1
"817",1617,107,6.2,7.09,5.31
"818",1618,102,6.23,7.16,5.3
"819",1619,93,6.21,7.13,5.29
"820",1620,NA,6.08,6.97,5.2
"821",1621,109,6.07,6.91,5.22
"822",1622,106,6.09,6.92,5.26
"823",1623,113,6.04,6.89,5.18
"824",1624,112,6.15,7.01,5.29
"825",1625,95,6.26,7.14,5.39
"826",1626,100,6.15,6.95,5.35
"827",1627,NA,6.08,6.9,5.27
"828",1628,104,6.04,6.83,5.26
"829",1629,112,6.03,6.84,5.21
"830",1630,NA,6.05,6.92,5.18
"831",1631,NA,6.17,7,5.34
"832",1632,104,6.1,6.92,5.28
"833",1633,98,6.09,6.91,5.27
"834",1634,96,6.02,6.81,5.24
"835",1635,97,5.86,6.63,5.09
"836",1636,NA,5.74,6.49,5
"837",1637,105,5.68,6.41,4.96
"838",1638,105,5.63,6.37,4.9
"839",1639,108,5.65,6.38,4.92
"840",1640,103,5.71,6.44,4.97
"841",1641,117,5.58,6.34,4.82
"842",1642,114,5.64,6.42,4.86
"843",1643,114,5.74,6.53,4.95
"844",1644,105,5.75,6.65,4.85
"845",1645,99,5.7,6.63,4.76
"846",1646,87,5.66,6.51,4.81
"847",1647,112,5.51,6.12,4.91
"848",1648,NA,5.55,6.17,4.94
"849",1649,104,5.48,6.11,4.85
"850",1650,102,5.43,6.05,4.81
"851",1651,107,5.35,5.96,4.74
"852",1652,107,5.38,5.98,4.78
"853",1653,112,5.37,5.98,4.77
"854",1654,104,5.34,6.03,4.65
"855",1655,104,5.32,5.98,4.66
"856",1656,103,5.31,5.94,4.67
"857",1657,NA,5.28,5.9,4.67
"858",1658,108,5.22,5.83,4.61
"859",1659,NA,5.32,5.95,4.68
"860",1660,111,5.45,6.14,4.76
"861",1661,93,5.53,6.22,4.84
"862",1662,110,5.38,6.05,4.71
"863",1663,105,5.4,6.06,4.75
"864",1664,105,5.37,6.03,4.71
"865",1665,112,5.24,5.91,4.57
"866",1666,108,5.22,5.88,4.56
"867",1667,112,5.19,5.85,4.53
"868",1668,110,5.29,5.96,4.62
"869",1669,104,5.41,6.12,4.7
"870",1670,102,5.3,6.02,4.59
"871",1671,116,5.21,5.92,4.5
"872",1672,112,5.21,5.92,4.5
"873",1673,105,5.29,6,4.58
"874",1674,115,5.22,5.94,4.5
"875",1675,111,5.28,6,4.55
"876",1676,103,5.24,6.01,4.47
"877",1677,96,5.17,5.93,4.41
"878",1678,109,5.1,5.78,4.42
"879",1679,114,5.13,5.81,4.45
"880",1680,109,5.17,5.88,4.46
"881",1681,110,5.16,5.9,4.42
"882",1682,104,5.16,5.94,4.37
"883",1683,108,5.19,5.95,4.43
"884",1684,118,5.19,5.95,4.43
"885",1685,106,5.27,6.03,4.52
"886",1686,104,5.24,5.99,4.48
"887",1687,104,5.33,6.07,4.58
"888",1688,114,5.37,6.11,4.62
"889",1689,97,5.49,6.23,4.75
"890",1690,93,5.32,6.04,4.59
"891",1691,103,5.32,6.12,4.52
"892",1692,109,5.35,6.24,4.46
"893",1693,107,5.39,6.29,4.49
"894",1694,109,5.47,6.45,4.49
"895",1695,120,5.49,6.45,4.52
"896",1696,114,5.51,6.32,4.71
"897",1697,111,5.53,6.27,4.79
"898",1698,101,5.6,6.32,4.87
"899",1699,97,5.55,6.3,4.8
"900",1700,116,5.47,6.29,4.65
"901",1701,112,5.58,6.33,4.82
"902",1702,116,5.61,6.32,4.91
"903",1703,103,5.7,6.33,5.08
"904",1704,113,5.7,6.36,5.04
"905",1705,109,5.82,6.47,5.18
"906",1706,115,5.86,6.47,5.24
"907",1707,111,6.08,6.74,5.43
"908",1708,103,6.19,6.82,5.56
"909",1709,106,6.12,6.76,5.49
"910",1710,NA,6.06,6.73,5.4
"911",1711,NA,6.03,6.67,5.38
"912",1712,NA,5.98,6.61,5.35
"913",1713,104,5.95,6.56,5.33
"914",1714,108,6.01,6.62,5.39
"915",1715,107,6.03,6.65,5.42
"916",1716,110,6.01,6.65,5.37
"917",1717,98,6.1,6.73,5.46
"918",1718,102,6.11,6.74,5.49
"919",1719,102,6.13,6.76,5.49
"920",1720,114,6.05,6.69,5.41
"921",1721,95,6.16,6.77,5.55
"922",1722,100,6.01,6.6,5.43
"923",1723,104,6.05,6.68,5.42
"924",1724,99,5.95,6.59,5.3
"925",1725,106,5.76,6.44,5.08
"926",1726,116,5.74,6.42,5.05
"927",1727,112,5.78,6.48,5.09
"928",1728,104,5.89,6.59,5.19
"929",1729,105,5.85,6.55,5.14
"930",1730,NA,5.86,6.56,5.17
"931",1731,104,6.01,6.73,5.28
"932",1732,108,5.99,6.71,5.26
"933",1733,107,5.95,6.69,5.21
"934",1734,102,6.04,6.78,5.29
"935",1735,101,6,6.74,5.25
"936",1736,106,5.89,6.64,5.13
"937",1737,93,5.94,6.69,5.18
"938",1738,101,5.71,6.46,4.97
"939",1739,110,5.67,6.41,4.94
"940",1740,115,5.72,6.45,4.99
"941",1741,109,5.82,6.53,5.11
"942",1742,109,5.85,6.56,5.13
"943",1743,108,5.93,6.64,5.21
"944",1744,98,5.91,6.64,5.18
"945",1745,105,5.9,6.61,5.18
"946",1746,110,5.87,6.59,5.16
"947",1747,101,5.93,6.64,5.21
"948",1748,96,5.83,6.55,5.12
"949",1749,100,5.83,6.56,5.1
"950",1750,110,5.75,6.48,5.02
"951",1751,103,5.93,6.75,5.12
"952",1752,110,5.88,6.69,5.07
"953",1753,96,5.94,6.74,5.14
"954",1754,115,5.86,6.68,5.04
"955",1755,120,5.92,6.67,5.17
"956",1756,109,6.04,6.71,5.38
"957",1757,112,6.08,6.74,5.42
"958",1758,101,6.1,6.76,5.45
"959",1759,109,6.05,6.7,5.41
"960",1760,103,5.97,6.7,5.24
"961",1761,89,6,6.72,5.29
"962",1762,106,5.89,6.51,5.26
"963",1763,112,5.89,6.51,5.26
"964",1764,98,5.96,6.57,5.35
"965",1765,106,5.82,6.43,5.21
"966",1766,113,5.85,6.46,5.24
"967",1767,101,6,6.61,5.38
"968",1768,117,5.91,6.53,5.29
"969",1769,105,6.04,6.62,5.46
"970",1770,105,6.06,6.64,5.48
"971",1771,104,6.06,6.64,5.48
"972",1772,106,6.13,6.74,5.53
"973",1773,100,6.1,6.71,5.49
"974",1774,110,6.06,6.67,5.46
"975",1775,99,6.22,6.87,5.57
"976",1776,108,6.09,6.75,5.43
"977",1777,104,6.02,6.71,5.32
"978",1778,111,6.07,6.77,5.37
"979",1779,96,6.11,6.8,5.41
"980",1780,109,6.07,6.74,5.39
"981",1781,91,6.06,6.74,5.38
"982",1782,109,5.79,6.46,5.13
"983",1783,103,5.81,6.48,5.14
"984",1784,105,5.72,6.41,5.03
"985",1785,108,5.66,6.37,4.96
"986",1786,106,5.71,6.41,5.01
"987",1787,105,5.67,6.39,4.96
"988",1788,109,5.66,6.37,4.95
"989",1789,106,5.69,6.41,4.98
"990",1790,119,5.79,6.52,5.07
"991",1791,99,5.88,6.6,5.16
"992",1792,101,5.85,6.54,5.17
"993",1793,106,5.81,6.48,5.13
"994",1794,104,5.79,6.47,5.11
"995",1795,113,5.7,6.41,4.99
"996",1796,103,5.74,6.47,5
"997",1797,97,5.76,6.47,5.05
"998",1798,110,5.62,6.3,4.93
"999",1799,103,5.6,6.32,4.88
"1000",1800,103,5.58,6.28,4.88
"1001",1801,105,5.48,6.2,4.76
"1002",1802,96,5.41,6.15,4.66
"1003",1803,110,5.31,5.98,4.64
"1004",1804,104,5.3,5.99,4.61
"1005",1805,93,5.23,5.92,4.53
"1006",1806,114,5.05,5.64,4.46
"1007",1807,116,5.07,5.68,4.47
"1008",1808,98,5.14,5.76,4.51
"1009",1809,107,4.94,5.57,4.32
"1010",1810,100,4.96,5.57,4.36
"1011",1811,110,4.9,5.45,4.35
"1012",1812,120,5.03,5.62,4.44
"1013",1813,107,5.15,5.71,4.58
"1014",1814,113,5.15,5.71,4.6
"1015",1815,111,5.25,5.82,4.69
"1016",1816,103,5.37,5.96,4.79
"1017",1817,110,5.34,5.92,4.76
"1018",1818,106,5.41,6,4.82
"1019",1819,106,5.46,6.09,4.84
"1020",1820,95,5.44,6.06,4.82
"1021",1821,109,5.37,6.03,4.72
"1022",1822,102,5.34,5.97,4.71
"1023",1823,106,5.34,6.02,4.65
"1024",1824,108,5.38,6.11,4.64
"1025",1825,114,5.44,6.22,4.66
"1026",1826,109,5.47,6.17,4.77
"1027",1827,100,5.48,6.16,4.79
"1028",1828,113,5.44,6.18,4.71
"1029",1829,112,5.47,6.14,4.8
"1030",1830,105,5.46,6.08,4.84
"1031",1831,114,5.5,6.18,4.83
"1032",1832,113,5.48,6.1,4.86
"1033",1833,107,5.44,6.05,4.82
"1034",1834,111,5.45,6.07,4.84
"1035",1835,112,5.58,6.23,4.94
"1036",1836,112,5.67,6.32,5.03
"1037",1837,111,5.77,6.41,5.14
"1038",1838,109,5.84,6.47,5.21
"1039",1839,120,5.87,6.5,5.25
"1040",1840,105,6.06,6.64,5.48
"1041",1841,107,6.07,6.65,5.49
"1042",1842,96,6.08,6.69,5.48
"1043",1843,106,6.01,6.58,5.45
"1044",1844,106,6,6.57,5.43
"1045",1845,102,6.03,6.6,5.46
"1046",1846,98,5.94,6.52,5.36
"1047",1847,107,5.89,6.45,5.33
"1048",1848,102,5.95,6.52,5.38
"1049",1849,100,5.96,6.54,5.37
"1050",1850,109,5.86,6.44,5.28
"1051",1851,102,5.83,6.41,5.26
"1052",1852,113,5.88,6.5,5.26
"1053",1853,102,5.93,6.51,5.35
"1054",1854,102,5.86,6.44,5.28
"1055",1855,101,5.76,6.35,5.17
"1056",1856,111,5.69,6.28,5.11
"1057",1857,108,5.71,6.29,5.14
"1058",1858,104,5.72,6.29,5.15
"1059",1859,110,5.67,6.25,5.1
"1060",1860,113,5.79,6.38,5.2
"1061",1861,100,5.92,6.5,5.33
"1062",1862,117,5.78,6.39,5.17
"1063",1863,118,5.86,6.46,5.25
"1064",1864,105,6.04,6.64,5.45
"1065",1865,97,6.02,6.65,5.4
"1066",1866,102,5.94,6.51,5.37
"1067",1867,101,5.9,6.45,5.35
"1068",1868,104,5.83,6.37,5.3
"1069",1869,105,5.88,6.42,5.35
"1070",1870,99,5.91,6.45,5.38
"1071",1871,104,5.88,6.42,5.34
"1072",1872,NA,5.94,6.52,5.35
"1073",1873,104,6.01,6.62,5.41
"1074",1874,107,5.97,6.57,5.38
"1075",1875,103,5.99,6.58,5.41
"1076",1876,111,5.97,6.57,5.38
"1077",1877,104,6.05,6.61,5.48
"1078",1878,101,6.07,6.65,5.48
"1079",1879,102,6,6.59,5.41
"1080",1880,110,5.98,6.58,5.37
"1081",1881,112,6.09,6.71,5.46
"1082",1882,97,6.15,6.72,5.58
"1083",1883,107,6.09,6.69,5.49
"1084",1884,109,6.14,6.74,5.54
"1085",1885,113,6.2,6.79,5.62
"1086",1886,108,6.22,6.72,5.71
"1087",1887,109,6.27,6.76,5.77
"1088",1888,107,6.31,6.78,5.84
"1089",1889,109,6.35,6.83,5.87
"1090",1890,98,6.4,6.86,5.93
"1091",1891,99,6.34,6.81,5.87
"1092",1892,115,6.33,6.82,5.85
"1093",1893,109,6.51,6.94,6.08
"1094",1894,98,6.48,6.92,6.04
"1095",1895,NA,6.38,6.81,5.95
"1096",1896,106,6.33,6.76,5.9
"1097",1897,106,6.32,6.77,5.86
"1098",1898,108,6.3,6.79,5.82
"1099",1899,99,6.35,6.85,5.86
"1100",1900,102,6.4,6.86,5.95
"1101",1901,102,6.37,6.83,5.92
"1102",1902,98,6.34,6.8,5.89
"1103",1903,99,6.27,6.7,5.84
"1104",1904,108,6.22,6.63,5.81
"1105",1905,105,6.28,6.69,5.87
"1106",1906,105,6.22,6.67,5.78
"1107",1907,103,6.27,6.72,5.82
"1108",1908,102,6.32,6.77,5.86
"1109",1909,108,6.3,6.75,5.84
"1110",1910,104,6.28,6.75,5.81
"1111",1911,98,6.32,6.79,5.84
"1112",1912,105,6.32,6.83,5.82
"1113",1913,103,6.36,6.87,5.85
"1114",1914,102,6.38,6.92,5.85
"1115",1915,102,6.38,6.94,5.81
"1116",1916,112,6.42,7.05,5.79
"1117",1917,103,6.47,7.01,5.93
"1118",1918,104,6.47,7.03,5.92
"1119",1919,NA,6.44,6.98,5.9
"1120",1920,104,6.5,7.04,5.96
"1121",1921,NA,6.55,7.12,5.98
"1122",1922,101,6.55,7.09,6.02
"1123",1923,97,6.55,7.11,6
"1124",1924,111,6.55,7.17,5.93
"1125",1925,108,6.68,7.27,6.08
"1126",1926,108,6.76,7.34,6.18
"1127",1927,107,6.8,7.33,6.27
"1128",1928,107,6.88,7.39,6.36
"1129",1929,103,7.02,7.6,6.45
"1130",1930,95,7.1,7.71,6.49
"1131",1931,105,7.06,7.72,6.4
"1132",1932,105,7.09,7.71,6.46
"1133",1933,106,7.12,7.72,6.53
"1134",1934,104,7.19,7.76,6.62
"1135",1935,102,7.13,7.67,6.6
"1136",1936,111,7.18,7.73,6.63
"1137",1937,100,7.31,7.8,6.83
"1138",1938,98,7.32,7.82,6.83
"1139",1939,104,7.29,7.79,6.79
"1140",1940,110,7.27,7.75,6.79
"1141",1941,100,7.39,7.82,6.95
"1142",1942,96,7.4,7.83,6.96
"1143",1943,101,7.38,7.82,6.94
"1144",1944,100,7.4,7.84,6.95
"1145",1945,NA,7.39,7.84,6.95
"1146",1946,97,7.41,7.84,6.98
"1147",1947,107,7.45,7.94,6.97
"1148",1948,102,7.48,7.92,7.05
"1149",1949,107,7.53,7.97,7.09
"1150",1950,99,7.58,7.98,7.18
"1151",1951,98,7.58,7.98,7.18
"1152",1952,105,7.63,8.06,7.2
"1153",1953,101,7.68,8.09,7.27
"1154",1954,98,7.61,8.06,7.16
"1155",1955,97,7.6,8.05,7.15
"1156",1956,99,7.55,8,7.1
"1157",1957,103,7.59,8.05,7.14
"1158",1958,99,7.56,8.05,7.08
"1159",1959,92,7.63,8.11,7.14
"1160",1960,95,7.67,8.22,7.12
"1161",1961,99,7.65,8.22,7.07
"1162",1962,102,7.7,8.31,7.09
"1163",1963,101,7.75,8.35,7.14
"1164",1964,99,7.76,8.36,7.17
"1165",1965,110,7.76,8.35,7.17
"1166",1966,97,7.83,8.32,7.33
"1167",1967,97,7.83,8.33,7.32
"1168",1968,99,7.89,8.46,7.32
"1169",1969,101,7.94,8.54,7.34
"1170",1970,107,7.95,8.52,7.37
"1171",1971,98,8.05,8.57,7.53
"1172",1972,99,8.12,8.69,7.55
"1173",1973,97,8.13,8.69,7.57
"1174",1974,99,8.18,8.78,7.58
"1175",1975,100,8.18,8.76,7.6
"1176",1976,99,8.2,8.77,7.63
"1177",1977,93,8.22,8.78,7.66
"1178",1978,104,8.2,8.78,7.61
"1179",1979,97,8.28,8.83,7.73
"1180",1980,102,8.3,8.86,7.74
"1181",1981,99,NA,NA,NA
"1182",1982,93,NA,NA,NA
"1183",1983,99,NA,NA,NA
"1184",1984,109,NA,NA,NA
"1185",1985,99,NA,NA,NA
"1186",1986,102,NA,NA,NA
"1187",1987,95,NA,NA,NA
"1188",1988,106,NA,NA,NA
"1189",1989,93,NA,NA,NA
"1190",1990,88,NA,NA,NA
"1191",1991,97,NA,NA,NA
"1192",1992,94,NA,NA,NA
"1193",1993,97,NA,NA,NA
"1194",1994,99,NA,NA,NA
"1195",1995,99,NA,NA,NA
"1196",1996,103,NA,NA,NA
"1197",1997,97,NA,NA,NA
"1198",1998,91,NA,NA,NA
"1199",1999,94,NA,NA,NA
"1200",2000,100,NA,NA,NA
"1201",2001,96,NA,NA,NA
"1202",2002,91,NA,NA,NA
"1203",2003,98,NA,NA,NA
"1204",2004,92,NA,NA,NA
"1205",2005,99,NA,NA,NA
"1206",2006,98,NA,NA,NA
"1207",2007,97,NA,NA,NA
"1208",2008,95,NA,NA,NA
"1209",2009,95,NA,NA,NA
"1210",2010,95,NA,NA,NA
"1211",2011,99,NA,NA,NA
"1212",2012,101,NA,NA,NA
"1213",2013,93,NA,NA,NA
"1214",2014,94,NA,NA,NA
"1215",2015,93,NA,NA,NA
